title,release_year,genres,production_countries,region_tags,budget,revenue,vote_average,vote_count,original_language
Legends of the Fall,1994,"['Adventure', 'Drama', 'Romance', 'War']",['United States of America'],['North America'],30000000,160638883,7.2,636,en
Major Payne,1995,"['Adventure', 'Comedy', 'Family']",['United States of America'],['North America'],0,0,6.1,164,en
Little Odessa,1994,"['Action', 'Drama']",['United States of America'],['North America'],0,0,6.4,31,en
Mi Vida Loca,1994,"['Crime', 'Drama']",['United States of America'],['North America'],0,0,5.7,9,en
Love Affair,1994,"['Drama', 'Romance']",['United States of America'],['North America'],60000000,0,4.3,11,en
Losing Isaiah,1995,['Drama'],['United States of America'],['North America'],17000000,7603766,6.4,28,en
The Madness of King George,1994,"['Comedy', 'Drama', 'History']",['United Kingdom'],['Western Europe'],0,0,6.7,67,en
Mary Shelley's Frankenstein,1994,"['Drama', 'Horror', 'Science Fiction', 'Romance']","['United Kingdom', 'Japan', 'United States of America']","['North America', 'East Asia', 'Western Europe']",45000000,112006296,6.1,272,en
Mixed Nuts,1994,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],15000000,0,5.2,37,en
Milk Money,1994,"['Comedy', 'Romance']",['United States of America'],['North America'],0,18137661,5.6,49,en
Miracle on 34th Street,1994,"['Fantasy', 'Drama', 'Family']",['United States of America'],['North America'],0,46264384,6.4,199,en
Miami Rhapsody,1995,"['Comedy', 'Romance']",['United States of America'],['North America'],6,5,5.6,7,en
My Family,1995,"['Comedy', 'Drama']",['United States of America'],['North America'],5500000,0,7,11,en
Murder in the First,1995,"['Crime', 'Drama']","['France', 'United States of America']","['North America', 'Western Europe']",0,17381942,6.9,140,en
Nobody's Fool,1994,"['Drama', 'Comedy']",['United States of America'],['North America'],0,0,7,56,en
Nell,1994,"['Drama', 'Thriller']",['United States of America'],['North America'],31000000,106683817,6.1,128,en
New Jersey Drive,1995,"['Crime', 'Drama']",['United States of America'],['North America'],0,0,6.9,7,en
New York Cop,1993,"['Action', 'Thriller', 'Crime', 'Drama']","['Japan', 'United States of America']","['North America', 'East Asia']",0,0,0,0,en
Beyond Bedlam,1994,['Horror'],['United Kingdom'],['Western Europe'],4800000,0,4,4,en
Nemesis 2 - Nebula,1995,"['Science Fiction', 'Action', 'Thriller']",['United States of America'],['North America'],0,0,4.6,10,en
Natural Born Killers,1994,"['Crime', 'Thriller', 'Drama']",['United States of America'],['North America'],34000000,50282766,6.9,927,en
Only You,1994,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],0,0,6.4,92,en
Once Were Warriors,1994,['Drama'],['New Zealand'],['Oceania'],0,2201126,7.6,106,en
Poison Ivy II: Lily,1996,"['Drama', 'Romance', 'Thriller']",['United States of America'],['North America'],0,0,4.6,32,en
Outbreak,1995,"['Action', 'Drama', 'Science Fiction', 'Thriller']",['United States of America'],['North America'],50000000,189859560,6.4,522,en
Leon: The Professional,1994,"['Thriller', 'Crime', 'Drama']","['France', 'United States of America']","['North America', 'Western Europe']",16000000,45284974,8.2,4293,fr
The Perez Family,1995,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],11000000,2832826,6.6,9,en
A Pyromaniac's Love Story,1995,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],0,0,7,2,en
Pulp Fiction,1994,"['Thriller', 'Crime']",['United States of America'],['North America'],8000000,213928762,8.3,8670,en
Panther,1995,['Drama'],"['United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,6834525,6.4,6,en
Pushing Hands,1992,"['Comedy', 'Drama']",['Taiwan'],['East Asia'],400000,152322,6.1,9,zh
Priest,1994,"['Drama', 'Romance']",['United Kingdom'],['Western Europe'],0,4176932,6.4,32,en
Quiz Show,1994,"['History', 'Drama']",['United States of America'],['North America'],0,0,7.1,262,en
Picture Bride,1995,"['Drama', 'History']","['Japan', 'United States of America']","['North America', 'East Asia']",0,0,7.4,5,en
Queen Margot,1994,"['Drama', 'History']","['France', 'Germany', 'Italy']",['Western Europe'],0,0,7,67,fr
The Quick and the Dead,1995,"['Action', 'Western']","['Japan', 'United States of America']","['North America', 'East Asia']",32000000,18552460,6.2,431,en
Roommates,1995,"['Drama', 'Comedy']",['United States of America'],['North America'],22000000,12400000,6.4,7,sv
Prêt-à-Porter,1994,"['Drama', 'Comedy']",['United States of America'],['North America'],15000000,11300653,5.3,33,en
Three Colors: Red,1994,"['Drama', 'Mystery', 'Romance']","['France', 'Poland', 'Switzerland']","['Eastern Europe', 'Western Europe']",0,0,7.8,246,fr
Three Colors: Blue,1993,"['Drama', 'Music', 'Mystery']","['France', 'Poland']","['Eastern Europe', 'Western Europe']",0,0,7.7,311,fr
Three Colors: White,1994,"['Comedy', 'Drama', 'Mystery']","['France', 'Poland']","['Eastern Europe', 'Western Europe']",0,0,7.3,218,fr
"Red Firecracker, Green Firecracker",1994,['Drama'],"['China', 'Hong Kong']",['East Asia'],0,0,7,2,zh
Rent-a-Kid,1995,"['Comedy', 'Family', 'TV Movie']",['United States of America'],['North America'],0,0,5.1,15,en
Relative Fear,1995,"['Horror', 'Drama']",['Canada'],['North America'],0,0,4.7,3,en
Stuart Saves His Family,1995,"['Comedy', 'Drama']","['Germany', 'United States of America']","['North America', 'Western Europe']",0,0,5,6,en
The Swan Princess,1994,['Animation'],['United States of America'],['North America'],35000000,9771658,6.5,251,en
The Secret of Roan Inish,1994,"['Drama', 'Family', 'Fantasy']","['Ireland', 'United States of America']","['North America', 'Other']",0,0,6.1,15,en
The Specialist,1994,"['Action', 'Thriller']","['Peru', 'United States of America']","['North America', 'Other']",45000000,170362582,5.5,317,en
Stargate,1994,"['Action', 'Adventure', 'Science Fiction']","['France', 'United States of America']","['North America', 'Western Europe']",55000000,196567262,6.8,942,en
The Santa Clause,1994,"['Fantasy', 'Drama', 'Comedy', 'Family']",['United States of America'],['North America'],22000000,189833357,6.3,501,en
The Shawshank Redemption,1994,"['Drama', 'Crime']",['United States of America'],['North America'],25000000,28341469,8.5,8358,en
Shallow Grave,1994,"['Crime', 'Thriller']",['United Kingdom'],['Western Europe'],0,0,7,247,en
Suture,1993,"['Drama', 'Thriller']",['United States of America'],['North America'],0,102780,6,7,en
Strawberry and Chocolate,1993,"['Comedy', 'Drama']","['Cuba', 'Spain']","['Other', 'Western Europe']",0,0,7.1,16,es
Swimming with Sharks,1994,"['Crime', 'Comedy']",['United States of America'],['North America'],0,0,6.7,104,en
The Sum of Us,1994,"['Comedy', 'Drama', 'Romance']",['Australia'],['Oceania'],32,0,6,21,en
Senior Trip,1995,['Comedy'],"['Canada', 'United States of America']",['North America'],0,0,5.7,23,en
To Live,1994,"['Drama', 'Romance', 'War']","['China', 'Hong Kong']",['East Asia'],0,0,7.7,62,zh
Tank Girl,1995,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",['United States of America'],['North America'],25000000,4064495,5.5,140,en
Tales from the Crypt: Demon Knight,1995,"['Horror', 'Comedy', 'Thriller']",['United States of America'],['North America'],0,0,6.7,96,en
Star Trek: Generations,1994,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",['United States of America'],['North America'],38000000,120000000,6.4,461,en
Tales from the Hood,1995,"['Crime', 'Horror', 'Thriller']",['United States of America'],['North America'],6000000,12000000,5.4,33,en
Tom & Viv,1994,"['Drama', 'Romance']","['United Kingdom', 'United States of America']","['North America', 'Western Europe']",0,0,5.8,8,en
Village of the Damned,1995,"['Thriller', 'Horror', 'Science Fiction']",['United States of America'],['North America'],0,0,5.6,165,en
Tommy Boy,1995,['Comedy'],['United States of America'],['North America'],0,32648673,6.8,321,en
Vanya on 42nd Street,1994,"['Drama', 'Romance']",['United States of America'],['North America'],0,0,6.1,15,en
The Underneath,1995,"['Thriller', 'Crime']",['United States of America'],['North America'],6500000,0,5.6,15,en
The Walking Dead,1995,"['Drama', 'War']",['United States of America'],['North America'],0,0,6.6,4,en
What's Eating Gilbert Grape,1993,"['Romance', 'Drama']",['United States of America'],['North America'],11000000,10032765,7.5,943,en
Virtuosity,1995,"['Action', 'Crime', 'Science Fiction', 'Thriller']",['United States of America'],['North America'],30000000,24048000,5.4,163,en
While You Were Sleeping,1995,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],17000000,182057016,6.5,340,en
The War,1994,['Drama'],['United States of America'],['North America'],0,0,6.3,39,en
Double Happiness,1994,"['Comedy', 'Romance']",['Canada'],['North America'],0,759393,5.5,2,en
Muriel's Wedding,1994,"['Drama', 'Comedy', 'Romance']","['Australia', 'France']","['Western Europe', 'Oceania']",3000000,15119639,6.9,104,en
The Baby-Sitters Club,1995,"['Comedy', 'Drama', 'Family']",['United States of America'],['North America'],0,0,5.3,23,en
Ace Ventura: Pet Detective,1994,"['Comedy', 'Mystery']",['United States of America'],['North America'],15000000,107217396,6.4,1684,en
"The Adventures of Priscilla, Queen of the Desert",1994,"['Drama', 'Comedy']",['Australia'],['Oceania'],0,11220670,7.2,174,en
Backbeat,1994,"['Drama', 'Music']","['Germany', 'United Kingdom']",['Western Europe'],0,0,6.2,37,en
Bitter Moon,1992,"['Thriller', 'Drama', 'Romance']","['France', 'United Kingdom', 'United States of America']","['North America', 'Western Europe']",5000000,1862805,7,115,en
Bullets Over Broadway,1994,"['Action', 'Comedy', 'Thriller']",['United States of America'],['North America'],0,0,7,130,en
Clear and Present Danger,1994,"['Action', 'Drama', 'Thriller']",['United States of America'],['North America'],62000000,215887717,6.4,390,en
The Client,1994,"['Drama', 'Thriller', 'Crime', 'Mystery']",['United States of America'],['North America'],45000000,117615211,6.4,287,en
"Corrina, Corrina",1994,"['Comedy', 'Drama', 'Family', 'Romance']",['United States of America'],['North America'],0,0,6.4,83,en
Crooklyn,1994,"['Comedy', 'Drama']",['United States of America'],['North America'],0,0,6.7,31,en
The Crow,1994,"['Fantasy', 'Action', 'Thriller']",['United States of America'],['North America'],15000000,94000000,7.3,980,en
Cobb,1994,['Drama'],['United States of America'],['North America'],0,1007583,6.1,29,en
The Flintstones,1994,"['Fantasy', 'Comedy', 'Family']",['United States of America'],['North America'],46000000,341631208,5,559,en
Forrest Gump,1994,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],55000000,677945399,8.2,8147,en
Four Weddings and a Funeral,1994,"['Comedy', 'Drama', 'Romance']",['United Kingdom'],['Western Europe'],6000000,254700832,6.6,654,en
Higher Learning,1995,"['Romance', 'Drama', 'Crime']",['United States of America'],['North America'],0,38290723,6.4,49,en
I Like It Like That,1994,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],0,1777020,6.3,4,en
I Love Trouble,1994,"['Action', 'Comedy', 'Romance']",['United States of America'],['North America'],45000000,61947267,5.3,41,en
It Could Happen to You,1994,"['Comedy', 'Drama', 'Romance']",['United States of America'],['North America'],0,0,6.1,154,en
The Jungle Book,1994,"['Adventure', 'Drama', 'Family']",['United States of America'],['North America'],0,0,5.9,107,en
"The Wonderful, Horrible Life of Leni Riefenstahl",1993,"['Documentary', 'Foreign']","['France', 'United Kingdom', 'Germany', 'Belgium']",['Western Europe'],0,449707,7.3,5,en
The Lion King,1994,"['Family', 'Animation', 'Drama']",['United States of America'],['North America'],45000000,788241776,8,5520,en
Little Buddha,1993,"['Drama', 'History']","['France', 'Italy', 'Liechtenstein', 'United Kingdom']","['Other', 'Western Europe']",35000000,4858139,6,76,en
New Nightmare,1994,"['Horror', 'Thriller', 'Mystery', 'Fantasy']",['United States of America'],['North America'],14000000,18090181,6.4,297,en
The Mask,1994,"['Romance', 'Comedy', 'Crime', 'Fantasy']",['United States of America'],['North America'],23000000,351583407,6.6,2550,en
Maverick,1994,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",['United States of America'],['North America'],0,0,6.6,490,en
Mrs. Parker and the Vicious Circle,1994,['Drama'],['United States of America'],['North America'],0,0,6.3,20,en
The Naked Gun 33�? The Final Insult,1994,"['Comedy', 'Crime']",['United States of America'],['North America'],30000000,51132598,6.4,535,en
The Paper,1994,"['Comedy', 'Drama']",['United States of America'],['North America'],6000000,0,6.1,40,en
Reality Bites,1994,['Drama'],['United States of America'],['North America'],11500000,20079850,6.5,180,en
Red Rock West,1993,"['Crime', 'Drama', 'Thriller']",['United States of America'],['North America'],8000000,2000000,6.4,71,en
Ri¢hie Ri¢h,1994,"['Comedy', 'Family']",['United States of America'],['North America'],40000000,0,5.4,426,en
Safe Passage,1994,['Drama'],['United States of America'],['North America'],0,0,4.9,7,en
The River Wild,1994,"['Action', 'Adventure', 'Crime', 'Thriller']",['United States of America'],['North America'],45000000,0,6.1,214,en
Speed,1994,"['Action', 'Adventure', 'Crime']",['United States of America'],['North America'],30000000,350448145,6.8,1814,en
Speechless,1994,"['Comedy', 'Romance']",['United States of America'],['North America'],0,0,5.5,24,en
Timecop,1994,"['Thriller', 'Science Fiction', 'Action', 'Crime']","['Japan', 'United States of America']","['North America', 'East Asia']",27000000,101646581,5.5,288,en
True Lies,1994,"['Action', 'Thriller']",['United States of America'],['North America'],115000000,378882411,6.8,1138,en
When a Man Loves a Woman,1994,"['Drama', 'Romance']",['United States of America'],['North America'],0,50021959,6,71,en
Wolf,1994,['Fantasy'],['United States of America'],['North America'],0,0,6,221,en
Wyatt Earp,1994,"['Drama', 'Action', 'Western']",['United States of America'],['North America'],63000000,25052000,6.5,203,en
Bad Company,1995,"['Action', 'Crime', 'Romance', 'Thriller']",['United States of America'],['North America'],0,0,4.9,12,en
A Man of No Importance,1994,"['Comedy', 'Drama']","['United Kingdom', 'Ireland']","['Other', 'Western Europe']",0,953,6.5,2,en
S.F.W.,1994,"['Comedy', 'Drama']",['United States of America'],['North America'],0,0,6.1,22,en
A Low Down Dirty Shame,1994,"['Action', 'Comedy', 'Crime']",['United States of America'],['North America'],10000000,29392418,6,31,en
"Boys Life: Three Stories of Love, Lust, and Liberation",1994,['Drama'],['United States of America'],['North America'],0,0,2,1,en
Colonel Chabert,1994,['Drama'],['France'],['Western Europe'],0,0,5.9,9,fr
Jason's Lyric,1994,"['Crime', 'Drama', 'Romance']",['United States of America'],['North America'],7000000,20851521,5.9,9,en
The Secret Adventures of Tom Thumb,1993,"['Animation', 'Science Fiction']",['United Kingdom'],['Western Europe'],0,0,7.1,8,en
Street Fighter,1994,"['Action', 'Adventure', 'Thriller']","['Japan', 'United States of America']","['North America', 'East Asia']",35000000,99423521,4.1,330,en
